user_id,grade
bd4c9ab730f5513206b999ec0d90d1fb,0
d2a27e83d429f0dcae6b937cf440aeb1,0
a376033f78e144f494bfc743c0be3330,0
2a0f97f81755e2878b264adf39cba68e,0
60ad83801910ec976590f69f638e0d6d,0
baed9f51d412c2514ee46a0942138ad6,0
bac49b876d5dfc9cd169c22ef5178ca7,0
94cb02feb750f20bad8a85dfe7e18d11,1
4cc5400e63624c44fadeda99f57588a6,0
566f0ea4f6c2e947f36795c8f58ba901,0
0a93091da5efb0d9d5649e7f6b2ad9d7,0
fa733611ef13bd333ebfbab7eed14b63,0
c6663e689b7d1495526d8c7403ccc67f,0
8e5e15c4e6d09c8333a17843461041a9,0
22456f4b545572855c766df5eefc9832,0
c1c6fff1643a3af5bd167488ff19012d,0
2d86c49db27011beb778b65b84d15017,0
94e0f06fdc8dfe25346c8e5a103a34ff,0
6e3115f9d6ac3c663e9a264fcefb6cd7,0
6759d0996526ddc8e27aa550f0b806b1,0
1e56fad414ee7e1760cb0dc170db7436,0
ead8e65817265dd1346c3d2b2ba251c5,0
2365a4db507862569752334234a29b50,0
ea537a490c78c08866a1149ac8451043,0
ee68814cae37a08bcbbf9abe676eb730,0
bd1de862c509c34de95c9a2655e48586,0
2e109050f2fc63b816c101dfb8827600,0
357429c78239304d194f517cde4ad439,0
d3391ca3a0c6b2d227920e8fb5ece40b,1
4b12d1170b1c520116d2b7987dd47140,0
dd7d646241a0fb880caf9525f709215c,0
944eefd22dfe99fe7631b8ecc732c7cf,0
121f112758e4254fd9b922dfa871720d,0
e3f2b325739bbe549d3875450b27a3a1,1
f5d5a9d3f41d573a4dd241b0476c7910,0
3236fb951518ec5f7e607422b67cd180,0
c1e8a51e7491032e586a55b86010e6e5,0
badc93fe6e7962936c7f7d5ad32f69e4,1
1a0b9d091283b31708a6e8dec004bd6e,0
c695c406dd17d2fc9dbfe917adaf9e33,0
1348c8b3dfa9441929698fc2ae07594e,0
883fb98c56421224ce07c04318b0eeb7,0
5f31aac2b5c1e3234a9eb40029ea0f11,1
ccf2c17d9d1388d86d3bdb68bc85a49b,1
f4d3a9b22204bc9cd4a83ec616bf6097,0
4e0c50348aedc8071dd0073f5aa46adc,0
9677567bbe24856edcd584a7ab9d1334,0
edfa4753bb5c89bacdd59680e4f94f44,0
ab288b32838f06c08418731a818ca77c,0
dd4d6182b1e45cf8b03b35ca1b100bd8,0
ab6c2776051fe76199341dc483bc5fcc,0
bf518eabe3a80902d6ee77a87240d0e4,1
d752136587ea829e1f5c07ceb23dc72c,1
7c88409e0c338999109ebe622014400e,0
f7fa86b2e550b949f824993846c68dba,0
86822278a4217781cc93b9276b25c926,0
f09244841ecac452935357c024c55e65,0
abb2e494d8466016a029303922ed70b8,1
7ac59af27455c172d45cc7cb41cad2e9,1
8a5d25c7b9d765eecd48fffbd63d0188,1
dea5d272a1e4e2026195731060dbd887,0
a1dbc648d3cde67e146a2f810ded7bbd,1
b76bb256fc4184f4c961819bd60d469a,0
cf4aa1d389db2d82136f8bf8e0fc1731,1
90eca48f34159170f5d90191308de69a,0
14ebaf113e1ec6bfb0477bc06b0442b7,0
ab24196958cfb05be30a2e61f67f9945,0
8c2c4ddc10b63cf73e9219af28a5a5c7,1
27219bfbe2bbda0407608eb8e278cbce,0
ab14bac58efcbc49c5e96f231a2e844d,1
2d65649f02b1b033a4423339b10d0bbf,0
8318bde2264547b2b138e61a1e7e064f,0
59b1d1f250383b5374f465d5a7d7485a,0
6ca16637f59a5b223f33f87338d7e6c6,1
6238a09272731afa11213c8ee9a76ebb,0
f31b41510c8fa0f38ab8d669a66bf249,0
fc41493eef2e2cf61a6110bfae3edba1,0
3a6fb06246afab1becae063111c2a854,0
be7b0198a5f76478f2ff7a3dfe3defce,0
6b01e99a09365f1e275892cd702cfc75,0
9ec1b7b908c02f63b2a607d37e9ae45f,0
fb5e64d14198251935f7cc7d3ad58590,0
e099dcaa1fbe6ed7d9f843e37efc5097,1
e59ada7d5df0ab75beb3ccd99cdcc5cc,1
fc49035b9e68cf6962092ad784873c10,1
576cd01c2d63ed35ca3f5e09a9b0e04e,0
d24eee0977fc0d207f8a53b091fa00d3,0
4a1f9bafa4bb9da6ab0f9cc5fab1bcad,1
21e9bc0da28b2ba2d2cc89efac1dc0d7,0
0d3328b401d9e63854b3af6c87895c65,1
26d5b910ae5e893bc16b1c2185a88643,0
f81a37ca2046ab8bfcc9c03a8964806b,0
617d9b318550bc7a24e33564f76ffc28,0
7a3460c317415eb5c50b3cbaa95e5b06,0
15f7da5ab1a779d3e328cf8211a55fab,1
8c1a079d033757466c8385d41a800428,0
88ed4ff421da13fd99deecbb987fb7d1,0
72c26dade152f790ddc1cb0559c2ba96,0
59d9ca2ab6dfe6759705bbda4c232ec5,0
41654184e829d48e77fe9f1398fcb697,0
edd6919f400681520a7ed81f7d7981ff,1
57e21b6a4209eda2a587a6ad3848e16f,1
7b35a1122309e7451c5060ae86700961,0
ffd3c5e349fa5745159deef163b5c253,0
1facbebad34862a16418a25efcac9ddb,0
e79dd48cf174d63fc0608bc39751653a,0
bc524410ff5d6e003e4f9b9714e1a13a,0
22393d4c0c43b1b31bc3cae365051c8f,1
0419e4886d526a8ea944005a56bff323,1
5606ab07bbd660daf7328b98163b801f,1
00283999ebb74c7052f962400b51af1b,1
17bf9917597de0b24f141f6923601b77,0
3a94ea5062e2351fca3f60ef6da9004f,0
984548ec6f802130933c006e42bb8159,0
99063c2b0fcc8b8edaefc680132839b7,1
d5396352a71702219e46d49ac1a309ca,1
ccdaf427d0a13d633986e62d6e08d63f,1
cc9387f977aa933a4a8b6d026b22bf9b,0
3b47209dee93a94f1db78929445f4fb2,1
5d06d26b307bb57fa8892b710eb2d722,0
2ce0f12e9fe4a11fd543cac509bd7a06,0
4124b5177c1f4cd5710c2dacc7d96fbd,0
f80d453d7f8de934db1bb1c84862bbb8,1
a96affe8fcc94101e10bb7761267cac3,0
db706f6560bdf3720d76ce2e06f08043,0
0b139a3fb621641d0c79d2d478c5bc92,0
eef510dc9323a6a969990d7b5e340378,0
8126e4848c2afd8ddf216fc1801fd3bf,1
ffd00dcfc4325ba8247cc771f465b846,0
91183f95ea486b8b443733b0aa69f960,0
7a4ddecd32cba087be8afa925b340c2e,1
ffae87dc29a7037fa0bc5a2646b78f2f,0
c11f1f4634008641e36cdbef82ec38e4,1
c1fa6cb738efdfad30329e21c35518f1,0
81b7099c9d46d6ed0f38453cb116f3b0,0
3ea69a3b3fecbb68d82dec11ca4904fa,0
b1c9cafe109ae47006730f3cca062215,0
33192ddedf9c93c5dcc9fe7745116b4e,0
b3fe4f5a8793b5499e143cdf1253caff,0
977d11495762f3067f710789e03cb2ec,0
aabfe8f92a572241f945dc7126faf8fc,0
57949992c21410839afa686f68681df9,0
db7cd2a5b1591ffbfb6a1473a3978a60,0
bc67a3a3aea969cbaaa0c155e8f59317,0
c133ddbd5c123873cf4c70271bd7322f,0
fff8406e7b47fcdfea71e0e12b74b0ec,0
6239b83903f2385017956e1891c199eb,0
6fbb9a398061d20d3001297bee8bd022,0
96ffa4ed3452cfda2629869dffa2ec11,0
5630ac07da385b6537edd11804e2ad5b,0
f3e61d9d6ec11558d2bcd47ebbf8af08,0
1e50acf614b097f81e10a07f226599f7,1
5736293956daff55f18b8342e06d231b,1
778076d6da4754c307b642cbdf9c07f4,0
7f1965cac4133b13906f65d549994580,0
83227757f7487fbd0347617cc09a1c57,0
a6da3ece4ed601af58eeac1e1491db5e,0
d0b6f4d8110536086ac878190ec75014,0
69b988319c4c062b7d9af611f8e423f2,0
bbfb37ee3712ce9b8cd3e5420b01a9db,0
5d216e3449861b19c9b639ff66148366,0
e784ac8e42322b17eae672684f404e41,0
e8e5952e71a9d75c80a47d90f6eb7920,1
227c951c3db16b1d30cce739d9c2dd28,1
2d0487ebdb05fa18fd3436e7d75d854c,0
6dbbc1dcbcbaab70ae10d3ad215ea469,0
e03c7754c118b90808084c8934436313,0
e9ac7d09114fc407ee72001b93969889,0
32855f7901ff4cab9214e199240b021f,1
c464e4ce56799f0266914597f16eacff,0
5a6a5cdb24ec6da85d4fd8352cb4a9f4,0
286a1e347f61b375effd79736e1ab43d,0
41e9d5296cd3d931a5b4ab449f2df220,1
c6957de9ce2e4396db81ecef91a5de8a,0
d43e9846d4b7cbe8c843d10d02b6f2b5,1
5e989f5faae3f2a74ef488a4a3402315,1
5a3ea8c9685737fbedb118ebaf1140dd,0
623e5a1136651b875b7124e55ce30f59,0
1d9b240647f64fd8768173f0ca2a20f4,0
01675400b1753ed8db03f42677aef9d9,0
94dd69013513c2616894ef6dbe01d837,0
0b6c006e84714af76f7c43bebbeb2315,1
b33d3a36cfa3cbfdaa8968fd65495afa,1
2e1201ccecde6846eb25b7be9d14da5d,0
5d3da6148dbd4703f74756e2b291e79b,0
d6f2c97ce2ff59be2266a924adc28d81,0
fe17f53887eb408f24e042210315f071,0
3ac4cea2c237c01c1724c9de4899028f,0
200f0229c6c4a46ec0d5716553f17ec9,1
a33b19587071c7e1c11a159fb2d066f2,0
6fd46df330340ac501b6c0f89c201707,0
edaf558ae65d6df44d02b30dd7281f59,0
2f33cd5ca49cb2ac655e23efd85615b2,0
edf4e61631eb837a87525e8fde205460,0
26c135f399c950642d8c20258cec60e0,0
fbd36cb62b2a60bf4e6f81ebb957d6a5,0
f0cb5121101f88f426e18a8a25097606,0
583d084b444be1eb906c6f481ac1a6c3,0
886f208d861792df9ccfb9793263394d,0
92d7686741732b11eb4421248b74ae48,1
b1cbbdf563fe6b795849667f3500c713,0
943422b4b921a435deccbe5e90051313,0
c19f71ba3e021dcb9d5776a3698e8ccb,1
56b771e9405c11f2938abe54054fe692,0
4db72fa4638a32f89ac068737bed5a5f,0
24b2d756aba8414d848dbedd17532fa8,0
d75b5695e8790143da22bde1036996a3,0
3a6e168bcb76975d3aa41bde25722964,0
da61be13f8b865a7008113cf2bb780d1,0
fbf1b7c2c9f0d7cef962e8f0c7b11733,1
4467002bf828c52eea373cfa8e88a708,1
4b49773c29adff41f2bfd2e175a051ed,1
adc6076d3c42ca9994c2d251516936f2,1
f46dd057c211c9348c5f30fc05c960a0,1
605bd250388596614cfa7ff6e0f142fe,0
3433ef538b5cc2ac8c5a0d3793291091,1
31b24830109ac109b9f3998e23d1b251,1
4e062ec422f253d260e06fd4adca0de2,0
43993e7cf78fdcb3122986e654081f92,0
3792f64d9c7789c24fe0d7415dc4cbcd,1
15ce458bd136f179df2eb6f2280d0fca,0
3d9572538726a83b30918ada08b23cdf,0
e4757a081c2ad63a1ffb0275f7f19219,0
b11c7fb2fcf9f6b3d5b52d4ba38a664b,0
